true_airspeed_m_s
2.40393
2.4710271
3.3976374
1.5167425
1.3510505
-0.9971765
2.1353078
2.4033868
2.4064507
1.9208384
-0.8026102
2.3305943
-0.38027978
2.3057728
2.3332274
1.6866784
1.8988495
2.2957294
0.40514928
1.3264297
1.5266027
1.980744
1.1549693
1.7074118
1.830799
-0.63801104
2.1944711
1.4383924
1.9600883
1.7883209
1.4518917
1.4428082
-0.69405687
1.3141013
1.2048436
1.7191443
2.687659
2.8315544
1.3275273
2.6632144
2.595421
-0.999002
1.5301334
2.0071156
0.85645795
1.3738947
1.5549731
1.1408279
2.3059678
2.208396
2.1700776
0.74768335
2.044806
2.2321851
2.4499204
1.0940471
2.641717
1.896419
2.7564943
1.5373594
2.0398839
1.6642934
2.0242481
1.5099062
1.6629654
2.1347866
3.2425425
1.3829284
1.9264553
2.493947
1.9225382
1.748638
2.177094
1.9955407
2.2520194
2.7482028
1.4430839
1.5780004
1.276189
2.3705053
1.4454553
1.6111106
1.4218769
1.3368714
2.5874813
1.9710555
1.9261585
2.5984755
1.7790731
2.0685456
2.4405446
1.9093568
0.5276745
2.0061948
-1.1915563
2.4634955
1.7551241
0.8259417
2.4655194
-1.558385
1.7134022
2.5034435
1.7972571
2.4121165
0.23550457
-0.3784213
1.786332
2.1562493
2.7477124
1.750023
1.9453801
2.1693213
1.1003776
0.61653095
2.8382783
0.7936733
2.1587062
1.7417862
2.0670726
1.530007
1.322431
1.8572264
1.0450032
2.2100565
1.7859488
2.2989886
1.0806643
1.8170251
1.7218393
2.0885482
2.6500344
1.3741035
1.9622656
2.5275567
0.9698825
2.7146182
1.6872462
2.0329895
1.651386
2.0231729
1.601975
1.7239316
1.7813702
2.510675
1.2958162
0.99066466
1.5468928
2.4751618
1.2265729
1.4850731
1.5480738
1.2744515
1.5848787
1.5958896
2.4174726
2.5759976
1.577547
2.263093
1.1073741
1.1738194
1.0356284
1.4835273
1.8321221
1.6189815
1.8788358
1.8614055
1.8307135
2.2405713
2.1834357
2.48327
1.4878265
2.4241564
2.601384
2.764885
1.6245451
2.182922
1.3540899
1.8112609
1.2424626
1.0073771
1.9076891
1.9326818
0.9602246
1.3729172
2.4715557
2.1641996
1.3659528
1.1256496
1.8923426
2.5838647
2.3372219
1.4160115
-0.8213401
1.9730667
1.7912738
1.8181785
1.6482465
1.7599357
2.1576805
0.8503242
1.7978451
2.1442268
1.838572
-0.7050048
1.2134302
2.2273293
2.0076342
1.8698462
2.005937
2.0270278
1.104377
2.8281136
1.796263
1.5906628
1.2050613
2.1973853
1.8112907
1.9663206
2.8491907
1.1080016
1.9573933
1.601449
2.6441033
1.5463352
1.7720412
1.2518841
1.146012
1.4260219
2.1960495
-0.39417097
-0.46257123
2.0202897
2.036285
1.4054033
1.9383001
2.0170405
2.312317
1.786706
2.6642742
2.0663888
0.82003194
2.0667653
1.3354604
2.3531904
2.7922647
2.1060326
1.8394367
1.6487988
2.3298178
1.8025179
1.926824
2.068415
1.9968944
1.0616921
1.8371861
2.2757723
1.1511931
2.3034458
2.1128006
0.69571954
2.43254
2.416072
1.370237
3.0404496
2.0652287
2.474555
1.2621353
1.8036096
1.6097517
2.5885794
1.9095525
1.9805787
1.35775
2.6284473
2.3058734
1.3895093
2.3260791
2.2211468
1.8630029
2.0568614
1.25
2.397633
2.8090024
1.5393739
1.3448466
0.41171864
1.8232753
1.920843
-0.7270336
2.265018
1.9266946
0.9119075
2.7050288
2.4336603
1.2792504
-0.75318545
2.5511172
1.9768726
2.0483758
2.2563226
1.5683835
2.1522682
-0.9784867
2.6084213
1.3996243
2.2968311
1.7014257
1.5577102
2.1005971
1.3357874
-0.87997353
1.735103
2.266952
0.6831024
2.2432659
2.2243748
1.9333134
1.7632136
1.1979338
1.8585008
-0.65219975
1.6470006
1.7269336
0.8141306
3.1958878
2.2893524
1.8011875
1.1116323
2.5171158
2.4047687
0.9707519
2.3601997
1.877557
2.4676301
-0.5482981
2.5639124
1.0778552
2.6694643
2.000236
1.6206715
2.134775
2.1095464
2.6828587
1.9588503
1.4831219
0.95145905
2.2926407
1.9892648
2.1371102
1.181366
2.3257177
1.7739409
2.2765553
2.7827156
